subject,slug,boundary_body
PHYSICS,动量守恒定律,系统所受合外力为零时总动量保持不变；某一方向合外力为零则该方向动量守恒，可分方向应用；爆炸、反冲、碰撞过程即使存在外力也常近似成立。与机械能守恒相区别，后者还需额外的条件。
PHYSICS,弹性碰撞,系统动量与动能都守恒的碰撞，是碰撞的理想极限；碰前靠近过程中两体相对速度反向，恰好共速时形变最大。与非弹性碰撞（动能部分损失）和完全非弹性碰撞（共速且动能损失最大）相区别。
PHYSICS,非弹性碰撞,系统动量守恒而动能不守恒、有损失的碰撞，介于弹性碰撞与完全非弹性碰撞之间；形变越大，动能损失越多。与弹性碰撞（无动能损失）相区别，也与碰后共速的完全非弹性碰撞相区别。
PHYSICS,非弹性碰撞和完全非弹性碰撞,非弹性碰撞动量守恒而动能有损失；完全非弹性碰撞是碰后两体速度相同的极端情形，动能损失最大。两者均不满足机械能守恒，但动量守恒仍适用；与动能无损失的弹性碰撞相区别。
PHYSICS,弹簧振子,小球在弹簧弹力作用下沿轴线往复振动的理想模型，是最基本的简谐运动模型；周期只由振子质量与弹簧劲度系数决定，与振幅无关。与周期由摆长和当地重力加速度决定的单摆相区别。
PHYSICS,机械波,机械振动在介质中的传播，传播必须有介质，真空中不能存在；波源持续振动，介质质点只围绕平衡位置做受迫振动而并不随波迁移，波传播的是能量与振动形式。与单个质点的振动相区别。
PHYSICS,横波,质点振动方向与波的传播方向相互垂直的波，波形呈现波峰与波谷；只能在固体及固体表面传播，不能穿过流体。与振动方向沿传播方向、形成疏密区的纵波相区别。
PHYSICS,纵波,质点振动方向与波的传播方向在同一直线上的波，形成交替出现的压缩区与稀疏区；可在固体、液体、气体中传播，声波在空气中即为纵波。与横波相区别，横波只能沿固体传播。
PHYSICS,波速,波在介质中传播的快慢，由介质性质和波的类型共同决定，与频率和波长无关；波速、波长、频率之间的数量关系对一切周期波成立。与质点围绕平衡位置振动的速度相区别，后者随时间变化。
PHYSICS,波的衍射,波绕过障碍物继续传播或通过孔隙向四周散开的现象，一切波都能发生；障碍或孔隙的尺寸与波长相当或更小时衍射明显。与反射（波返回原介质）和折射（进入另一介质时方向改变）相区别。
PHYSICS,简谐运动,回复力与偏离平衡位置的位移成正比且方向指向平衡位置的运动，是最基本的周期运动；具有周期性与对称性，对称位置速率相同。可发生在非力学系统中，与一般周期运动相区别。
PHYSICS,单摆,小球视为质点、细线轻而不可伸长的理想模型；摆角很小时周期只由摆长和当地重力加速度决定，与摆球质量和振幅无关。与周期和重力无关的弹簧振子相区别，也区别于实际物理摆的周期。
PHYSICS,受迫振动,在周期性驱动力持续作用下的振动，振动频率总等于驱动力频率，与系统固有频率无关；振幅取决于两频率的接近程度，能量由外力持续供给。与固有频率下振幅逐渐减小的自由振动相区别。
PHYSICS,共振,驱动力频率与系统固有频率相等时，受迫振动振幅达到最大的现象；发生条件是两者频率相等。利用与防止（如避免机器运转频率与固有频率一致）都围绕这一条件，与一般受迫振动相区别。
PHYSICS,波长,波上相邻两个振动状态完全相同的质点间的距离，是描述波动的基本参量之一；在干涉和衍射中，波长决定条纹间距与衍射是否明显。与单位时间传播距离的波速和单位时间内振动次数的频率相区别。
PHYSICS,波的干涉,两列频率相同、振动方向相同、相位差稳定的波叠加后，某些点振幅总是加强、某些点总是减弱的现象，是叠加的特例结果。任意两列波都能叠加，但只有满足条件才形成稳定的干涉图样。
PHYSICS,多普勒效应,波源与观察者有相对运动时，观察者接收到的频率发生改变的现象；相互接近时接收频率偏高，远离时偏低。改变的只是接收频率，波速由介质决定、与源的运动无关，声光波均可发生。
PHYSICS,折射率,表征介质对光折射能力的物理量，按折射定律定义为入射角正弦与折射角正弦之比，也等于光在真空中与在介质中传播速度之比；折射率越大光密程度越高，同一介质对不同色光取值不同。
PHYSICS,光的折射,光从一种介质斜射入另一种介质时传播方向改变的现象；入射光线、法线与折射光线共面，分居法线两侧，折射定律给出两角正弦之比与折射率的定量关系。与返回原介质的光的反射相区别。
PHYSICS,全反射,光从光密介质射向光疏介质且入射角达到或超过临界角时，折射光消失、光全部返回原介质的现象；临界角由两种介质的折射率决定。与界面上折射与反射共存的一般情形相区别。
PHYSICS,光的干涉,频率相同、振动方向一致的光波叠加形成稳定明暗相间条纹的现象；双缝干涉条纹等间距，疏密与波长、缝距和屏距有关，薄膜干涉由膜前后表面反射光叠加产生。与中央条纹最宽的衍射图样相区别。
PHYSICS,光的衍射,光绕过障碍物或通过孔隙继续传播的现象，图样为明暗相间、宽窄不等的条纹，中央亮纹最宽；发生条件是孔径或障碍尺寸与波长相当或更小，尺寸越小越明显。与干涉的等间距图样相区别。
PHYSICS,光的偏振,自然光通过偏振片后只沿某一特定方向振动成为偏振光的现象；自然光各方向振动强度均等，偏振现象证明光是横波。与干涉、衍射同属波动性表现，但机制与图样不同。
PHYSICS,激光,利用受激辐射产生的光，具有单色性好、方向性强、相干性强、亮度高的特点，光束难以发散、能量集中。与普通光源发出的光相区别，后者方向杂乱、单色性差。
PHYSICS,元电荷,电荷量的最小单位，数值等于一个电子或质子所带电荷量的大小；任何带电体所带电荷量都是元电荷的整数倍。元电荷本身不是粒子，电子质子也不是元电荷，与比荷（电荷与质量之比）相区别。
PHYSICS,电荷守恒定律,电荷既不能被创造也不能被消灭，只能从一个物体转移到另一个物体或从物体一部分转移到另一部分，孤立系统电荷总量保持不变；接触起电与感应起电中均成立。与电荷量最小单位的元电荷相区别。
PHYSICS,电场线,为形象描述电场而引入的一组假想曲线，线上各点切线方向表示该点场强方向，疏密表示场强大小；始于正电荷（或无穷远）终于负电荷（或无穷远），不相交也不闭合。是辅助工具而非带电粒子的实际轨迹，与垂直于电场线的等势面相区别。
PHYSICS,等势面,电场中电势相等各点构成的面，沿面移动电荷电场力不做功；电场线方向垂直等势面并指向电势降低的一侧，等势面越密处场强越大。与切线方向表示场强的电场线相区别。
PHYSICS,静电场的应用,范围限于静电场中导体平衡状态的实际应用：借助静电感应与静电平衡理解静电屏蔽，即空腔导体对腔内空间屏蔽外电场干扰的原理，从而保护腔内仪器不受外电场影响；不包含一般静电场的场强分布与能量计算。
PHYSICS,静电平衡状态的特征,导体置于电场中达到静电平衡后：内部合场强处处为零，整个导体是等势体，表面附近场强方向与表面垂直；内部无净电荷，电荷只分布在外表面且越尖锐处越密集、凹处几乎没有。范围是导体自身的状态特征，不含建立平衡的过程与外场分布。
