subject,slug,candidate,reason
CHEMISTRY,热化学方程式,热化学方程式的书写要求,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,热化学方程式书写注意事项,书写热化学方程式的五类错误,坏名检测：题干/答案标记
CHEMISTRY,热化学方程式书写注意事项,热化学方程式的书写要求,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,热化学方程式书写注意事项,热化学方程式的书写规范,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,热重分析确定金属化合物的组成,热重分析法,与同学科另一节点主名相同（歧义）
CHEMISTRY,烯烃,脂肪烃的化学性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,烯烃的化学性质,"1,3-丁二烯与溴加成的动力学控制与热力学控制",含逗号/句末标点（是句子不是名字）
CHEMISTRY,焓变,反应热与焓变,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,焰色试验-易错点,钾的火焰颜色要透过蓝色钴玻璃观察　②先将铂丝,坏名检测：题干/答案标记
CHEMISTRY,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,易分，应使被提纯或分离的物质与其,含逗号/句末标点（是句子不是名字）
CHEMISTRY,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,沉淀法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,燃料电池,解答燃料电池题目的关键点,以题面/指令开头（是题干不是名字）
CHEMISTRY,物理变化与化学变化的两种判断方法,分子极性的判断方法,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,物理变化与化学变化的两种判断方法,判断弱电解质的两种常用方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,物理变化与化学变化的两种判断方法,性质：物理性质不同，化学性质有差,含逗号/句末标点（是句子不是名字）
CHEMISTRY,物理变化与化学变化的两种判断方法,电解池阴、阳极的判断方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,物质检验,常用试纸的类型与使用方法,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,物质的化学键,微观：有旧化学键断裂，同时有新化,含逗号/句末标点（是句子不是名字）
CHEMISTRY,物质的溶解与加热,物质的溶解与加热操作,与同学科另一节点主名相同（歧义）
CHEMISTRY,物质的组成,物质的宏观组成与微观构成,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,物质的量,物质的量与阿伏加德罗常数,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,物质的量-阿伏加德罗常数,"单质硫燃烧时,产物只能是SO2,无论O2的量",含逗号/句末标点（是句子不是名字）
CHEMISTRY,物质的量-阿伏加德罗常数,物质的量与阿伏加德罗常数,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,现象描述答题模板,解答该量气装置读数时的答题模板,以题面/指令开头（是题干不是名字）
CHEMISTRY,甲烷作燃料电池的负极反应物时-其电极反应式在不同的介质中有不同的写法,解答燃料电池题目的关键点,以题面/指令开头（是题干不是名字）
CHEMISTRY,电化学综合计算的三种常用方法,混合物计算的三种方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电子式的书写与判断,C、N原子的电子式为,以虚词结尾（截断残片）
CHEMISTRY,电子式的书写与判断,C原子的电子式为,以虚词结尾（截断残片）
CHEMISTRY,电子式的书写与判断,电子式的书写规则,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电子转移,已知NaBH4与水反应的化学方程式为NaBH,以题面/指令开头（是题干不是名字）
CHEMISTRY,电离平衡,外界条件对电离平衡的影响,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电离平衡,电离平衡的建立与特征,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电离度,电离度的概念与影响因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电离方程式的-易错点,电离方程式的书写规则,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,电离能的三个重要应用,判断元素的化合价,以题面/指令开头（是题干不是名字）
CHEMISTRY,电解原理,电镀铜与电解精炼铜的比较,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解原理应用的四点注意事项,电解精炼铜,与同学科另一节点主名相同（歧义）
CHEMISTRY,电解原理应用的四点注意事项,电镀　电解精炼铜,坏名检测：题干/答案标记
CHEMISTRY,电解原理应用的四点注意事项,电镀与电解精炼铜,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解和电解池,电解与电解池的工作原理,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解和电解池,电解与电解池的概念及构成条件,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解池工作原理-以电解cucl2溶液为例,电解与电解池的工作原理,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解质及其分类,电解质与非电解质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解质溶液的导电原理,电解质溶液的导电原理与影响因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解质溶液的导电性,电解质溶液中的电荷守恒,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解质溶液的导电性,电解质溶液的导电原理与影响因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解质的电离,电离方程式的书写规则,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,电解饱和食盐水-氯碱工业,氯气的工业制法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,电解饱和食盐水-氯碱工业,氯碱工业中阳离子交换膜的作用,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,电负性的三个重要应用,已知元素的电负性和元素的化合价一样,以题面/指令开头（是题干不是名字）
CHEMISTRY,盐桥的作用,盐桥的使用条件与电子流向分析,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,盐桥的作用,盐桥的组成与作用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,盐桥的作用与双液原电池,盐桥的使用条件与电子流向分析,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,盐溶液酸碱性的判断,判断盐溶液酸碱性的四步流程,以题面/指令开头（是题干不是名字）
CHEMISTRY,盐类水解,盐类水解的定义、实质与规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,盐类水解的规律及拓展应用,盐类水解的定义、实质与规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,盖斯定律,盖斯定律及其应用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,盖斯定律的应用,盖斯定律及其应用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,相同ph-相同体积的一元强酸与一元弱酸的比较,空间；填充；模型：①用不同体积,含逗号/句末标点（是句子不是名字）
CHEMISTRY,看-标准状况-下物质是否为-气体,标准状况下非气态物质的判断,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,看-气体-是否处于-标准状况-0-101kpa,标准状况下非气态物质的判断,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,石油的综合利用,裂解：在高温下，使分子具有长链,含逗号/句末标点（是句子不是名字）
CHEMISTRY,石油裂解是一个复杂的过程-其产物为混合物-例如,产物：产物为_混合__物；产物为,含逗号/句末标点（是句子不是名字）
CHEMISTRY,硅的工业制法,硫酸的工业制备流程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,硅的工业制法,高纯硅的制备流程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,硅酸和硅酸盐,硅酸钠的性质与用途,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,硅酸盐,硅酸钠的性质与用途,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,硒和碲及其化合物的性质,硒、碲及其化合物的性质,与同学科另一节点主名相同（歧义）
CHEMISTRY,硝酸与金属反应的规律,浓硫酸与金属反应的规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,硫,硫单质的性质,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,硫代硫酸钠,硫代硫酸钠的性质,与同学科另一节点主名相同（歧义）
CHEMISTRY,硫单质,硫单质的性质,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,硫及其化合物之间的转化规律,不同价态含硫物质的转化,与同学科另一节点主名相同（歧义）
CHEMISTRY,硫及其化合物之间的转化规律,不同价态含硫物质的转化规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,硫酸,硫酸的工业制备流程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,硫酸,硫酸的性质与浓硫酸的特性,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,碳-硅单质的化学性质-还原性,二氧化硫的化学性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,碳-硅单质的化学性质-还原性,硫单质的性质,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,碳酸钠,主要性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,碳酸钠,碳酸钠与碳酸氢钠的鉴别方法,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,碳酸钠与碳酸氢钠的相互转化,苯环与侧链的相互影响,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,碳酸钠和碳酸氢钠易错知识点,实验1,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,碳酸钠和碳酸氢钠易错知识点,碳酸钠与碳酸氢钠的鉴别方法,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,离子交换膜,氯碱工业中阳离子交换膜的作用,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,离子交换膜,离子交换膜的作用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,离子交换膜,离子交换膜的类型与功能,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,离子共存,离子不能大量共存的六类原因,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,离子共存,离子不能大量共存的四种类型,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,离子共存的判断易错点,判断离子共存的六个要点（一色二性三特殊四反应）,以题面/指令开头（是题干不是名字）
CHEMISTRY,离子共存问题解题要点,判断离子能否大量共存的要点,以题面/指令开头（是题干不是名字）
CHEMISTRY,离子共存问题解题要点,离子共存中的三种特殊情况,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,离子推断的基本原则,实验1,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,离子推断的方法与原则,离子推断的四项基本原则,与同学科另一节点主名相同（歧义）
CHEMISTRY,离子方程式,离子方程式的书写步骤与意义,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,离子方程式的正误判断方法,离子方程式正误判断之五看：反应物或产物配比是否正确,超长（>24 字）
CHEMISTRY,离子晶体,存在：离子化合物(离子晶体)；单,含逗号/句末标点（是句子不是名字）
CHEMISTRY,简单有机物同分异构体的书写,书写同分异构体的插入法,坏名检测：题干/答案标记
CHEMISTRY,粗盐水中加入氯化钡溶液使s沉淀而除去-如何检验s是否沉淀完全,判断沉淀完全的方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,糖类,糖类的概念与分类,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,纯碱中碳酸钠含量的测定方法,沉淀法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,结合-片段型-元素周期表推断短周期主族元素,下表列出了某短周期元素R的各级电离能数据,坏名检测：题干/答案标记
CHEMISTRY,绿色化学,绿色化学与原子经济性,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,羧酸的组成和结构,核酸的组成与结构,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,聚合反应,概念：单体通过 的方式生成；,含逗号/句末标点（是句子不是名字）
CHEMISTRY,胶体,胶体的性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,胶体的性质及应用,硫化氢与氢硫酸的性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,胶体的性质及应用,胶体的性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,能层,能层、能级与原子轨道,被 4 个节点同时 claim（全局互斥）
CHEMISTRY,能源与科学-技术-社会密不可分-下列装置或过程能实现电能转化为化学能的是,电解与电解池的概念及构成条件,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,能级,能层、能级与原子轨道,被 4 个节点同时 claim（全局互斥）
CHEMISTRY,脂肪烃的结构和性质,脂肪烃的化学性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,脂肪烃的结构特点及通式,烷烃通式 CnH2n+2 与结构特点（全部单键、链状、饱和）,超长（>24 字）
CHEMISTRY,若上述题目中的-1-4-改成一定温度下的恒压密闭容器-结果又如何,题目要求中常用“可能”“一定”“最多”“最少,括号不配对（截断残片）
CHEMISTRY,苯及其同系物的性质,苯环与侧链的相互影响,被 3 个节点同时 claim（全局互斥）
