subject,pdf_page,content_page,wusan_chapter,wusan_section,renjiao_book,renjiao_chapter,locator
PHYSICS,0194,187,第十六章 近代物理初步,第1节（续） / 光电效应方程与图像分析,选择性必修第三册,第四章 原子结构和波粒二象性,第十六章 近代物理初步 / 第1节（续）/ 光电效应方程与图像分析
PHYSICS,0195,188,第十六章 近代物理初步,第1节（续） / 考点3 波粒二象性和物质波,选择性必修第三册,第四章 原子结构和波粒二象性,第十六章 近代物理初步 / 第1节（续）/ 考点3 波粒二象性和物质波
PHYSICS,0196,189,第十六章 近代物理初步,第2节 原子结构,选择性必修第三册,第四章 原子结构和波粒二象性,第十六章 近代物理初步 / 第2节 原子结构
PHYSICS,0197,190,第十六章 近代物理初步,第2节（续） / 电离、谱线条数,选择性必修第三册,第四章 原子结构和波粒二象性,第十六章 近代物理初步 / 第2节（续）/ 电离、谱线条数
PHYSICS,0198,191,第十六章 近代物理初步,第3节 原子核,选择性必修第三册,第五章 原子核,第十六章 近代物理初步 / 第3节 原子核
PHYSICS,0199,192,第十六章 近代物理初步,第3节（续） / 考点3 质量亏损及核能的计算,选择性必修第三册,第五章 原子核,第十六章 近代物理初步 / 第3节（续）/ 考点3 质量亏损及核能的计算
CHEMISTRY,p0001-p0002-front-matter,,《2027 5·3 A版 高考总复习》化学《精讲册》目录,,,,《2027 5·3 A版 高考总复习》化学《精讲册》目录
CHEMISTRY,0003,1,第一章 物质的分类及转化 物质的量,第1节 物质的组成、分类与转化 / 知识清单,必修第一册,第一章 物质及其变化,第一章 物质的分类及转化 物质的量 / 第1节 物质的组成、分类与转化 / 知识清单
CHEMISTRY,0004,2,第一章 物质的分类及转化 物质的量,第1节 物质的组成、分类与转化（续）· 考法突破 1 化学与传统文化、STSE,必修第一册,第一章 物质及其变化,第一章 物质的分类及转化 物质的量 / 第1节 物质的组成、分类与转化（续）· 考法突破 1 化学与传统文化、STSE
CHEMISTRY,0005,3,第一章 物质的分类及转化 物质的量,考法突破 1 化学与传统文化、STSE / 传统文化与物质成分、变化、分离,必修第一册,第一章 物质及其变化（跨章节综览性质）,第一章 物质的分类及转化 物质的量 / 考法突破 1 化学与传统文化、STSE / 传统文化与物质成分、变化、分离
CHEMISTRY,0006,4,第一章 物质的分类及转化 物质的量,考法突破 1 化学与传统文化、STSE / 传统文化与物质分离（续）· 化学与 STSE,必修第一册 第一章 物质及其变化；必修第二册,第八章 化学与可持续发展,第一章 物质的分类及转化 物质的量 / 考法突破 1 化学与传统文化、STSE / 传统文化与物质分离（续）· 化学与 STSE
CHEMISTRY,0007,5,第一章 物质的分类及转化 物质的量,考法突破 1 化学与传统文化、STSE / 化学与环境（续）· 化学与生活,必修第二册 第八章 化学与可持续发展；选择性必修3,第四章 生物大分子,第一章 物质的分类及转化 物质的量 / 考法突破 1 化学与传统文化、STSE / 化学与环境（续）· 化学与生活
CHEMISTRY,0008,6,第一章 物质的分类及转化 物质的量,考法突破 1 化学与传统文化、STSE / （四）化学与生产,必修第二册 第八章 化学与可持续发展；必修第一册,第四章 物质结构 元素周期律,第一章 物质的分类及转化 物质的量 / 考法突破 1 化学与传统文化、STSE / （四）化学与生产
CHEMISTRY,0009,7,第一章 物质的分类及转化 物质的量,第2节 物质的量和气体摩尔体积 / 知识清单,必修第一册,第二章 海水中的重要元素——钠和氯,第一章 物质的分类及转化 物质的量 / 第2节 物质的量和气体摩尔体积 / 知识清单
CHEMISTRY,0010,8,第一章 物质的分类及转化 物质的量,第3节 物质的量浓度 / 知识清单,必修第一册,第二章 海水中的重要元素——钠和氯,第一章 物质的分类及转化 物质的量 / 第3节 物质的量浓度 / 知识清单
CHEMISTRY,0011,9,第一章 物质的分类及转化 物质的量,第3节 物质的量浓度 / 一定物质的量浓度溶液的配制（续）· 误差分析,必修第一册,第二章 海水中的重要元素——钠和氯,第一章 物质的分类及转化 物质的量 / 第3节 物质的量浓度 / 一定物质的量浓度溶液的配制（续）· 误差分析
CHEMISTRY,0012,10,第一章 物质的分类及转化 物质的量,考法突破 2 化学计算常用方法,必修第一册,第二章 海水中的重要元素——钠和氯（计算方法跨章通用）,第一章 物质的分类及转化 物质的量 / 考法突破 2 化学计算常用方法
CHEMISTRY,0013,11,第一章 物质的分类及转化 物质的量,考法突破 2 化学计算常用方法 / 关系式法,必修第一册,第二章 海水中的重要元素——钠和氯（计算方法跨章通用）,第一章 物质的分类及转化 物质的量 / 考法突破 2 化学计算常用方法 / 关系式法
CHEMISTRY,0014,12,第二章 离子反应 氧化还原反应,第1节 离子反应 离子方程式的书写与判断 / 知识清单,必修第一册,第一章 物质及其变化（离子反应）,第二章 离子反应 氧化还原反应 / 第1节 离子反应 离子方程式的书写与判断 / 知识清单
CHEMISTRY,0015,13,第二章 离子反应 氧化还原反应,第1节 离子反应 离子方程式的书写与判断 / 离子共存、离子推断、离子方程式,必修第一册,第一章 物质及其变化（离子反应）,第二章 离子反应 氧化还原反应 / 第1节 离子反应 离子方程式的书写与判断 / 离子共存、离子推断、离子方程式
CHEMISTRY,0016,14,第二章 离子反应 氧化还原反应,第1节 离子反应 离子方程式的书写与判断 / 与量有关的离子方程式、离子方程式正误判断,必修第一册,第一章 物质及其变化（离子反应）,第二章 离子反应 氧化还原反应 / 第1节 离子反应 离子方程式的书写与判断 / 与量有关的离子方程式、离子方程式正误判断
CHEMISTRY,0017,15,第二章 离子反应 氧化还原反应,第1节 离子反应（续）· 第2节 氧化还原反应的概念和规律 / 知识清单,必修第一册,第一章 物质及其变化（氧化还原反应）,第二章 离子反应 氧化还原反应 / 第1节 离子反应（续）· 第2节 氧化还原反应的概念和规律 / 知识清单
CHEMISTRY,0018,16,第二章 离子反应 氧化还原反应,第2节 氧化还原反应的概念和规律 / 常见氧化剂和还原剂、氧化性还原性强弱比较,必修第一册,第一章 物质及其变化（氧化还原反应）,第二章 离子反应 氧化还原反应 / 第2节 氧化还原反应的概念和规律 / 常见氧化剂和还原剂、氧化性还原性强弱比较
CHEMISTRY,0019,17,第二章 离子反应 氧化还原反应,第2节 氧化还原反应的概念和规律 / 氧化还原反应的基本规律,必修第一册,第一章 物质及其变化（氧化还原反应）,第二章 离子反应 氧化还原反应 / 第2节 氧化还原反应的概念和规律 / 氧化还原反应的基本规律
CHEMISTRY,0020,18,第二章 离子反应 氧化还原反应,第3节 氧化还原反应方程式的书写与计算 / 知识清单,必修第一册,第一章 物质及其变化（氧化还原反应）,第二章 离子反应 氧化还原反应 / 第3节 氧化还原反应方程式的书写与计算 / 知识清单
CHEMISTRY,0021,19,第二章 离子反应 氧化还原反应,第3节（续）· 考法突破 3 新情境中反应方程式的书写,必修第一册,第一章 物质及其变化（氧化还原反应）,第二章 离子反应 氧化还原反应 / 第3节（续）· 考法突破 3 新情境中反应方程式的书写
CHEMISTRY,0022,20,第二章 离子反应 氧化还原反应,考法突破 3 新情境中反应方程式的书写,必修第一册,第一章 物质及其变化（氧化还原反应、离子反应）,第二章 离子反应 氧化还原反应 / 考法突破 3 新情境中反应方程式的书写
CHEMISTRY,0023,22,第三章 金属及其化合物,第1节 钠及其化合物 / 知识清单,必修第一册,第二章 海水中的重要元素——钠和氯,第三章 金属及其化合物 / 第1节 钠及其化合物 / 知识清单
CHEMISTRY,0024,21,第二章 离子反应 氧化还原反应,考法突破 3 新情境中反应方程式的书写（例题页）,必修第一册,第一章 物质及其变化,第二章 离子反应 氧化还原反应 / 考法突破 3 新情境中反应方程式的书写（例题页）
CHEMISTRY,0025,23,第三章 金属及其化合物,第1节 钠及其化合物（续）· 碱金属单质的性质,必修第一册 第二章 海水中的重要元素——钠和氯；必修第一册,第四章 物质结构 元素周期律,第三章 金属及其化合物 / 第1节 钠及其化合物（续）· 碱金属单质的性质
CHEMISTRY,0026,24,第三章 金属及其化合物,第2节 铁及其化合物 / 知识清单,必修第一册,第三章 铁 金属材料,第三章 金属及其化合物 / 第2节 铁及其化合物 / 知识清单
CHEMISTRY,0027,25,第三章 金属及其化合物,第3节 金属资源的开发利用 / 知识清单,必修第一册,第三章 铁 金属材料,第三章 金属及其化合物 / 第3节 金属资源的开发利用 / 知识清单
CHEMISTRY,0028,26,第三章 金属及其化合物,第3节 金属资源的开发利用 / 镁、铝、铜及其化合物的性质,必修第一册,第三章 铁 金属材料,第三章 金属及其化合物 / 第3节 金属资源的开发利用 / 镁、铝、铜及其化合物的性质
CHEMISTRY,0029,27,第三章 金属及其化合物,第一节 钠及其化合物（承接上一页的金属知识梳理） / 铜及其化合物的性质与转化,必修第一册,第三章 铁 金属材料,第三章 金属及其化合物 / 第一节 钠及其化合物（承接上一页的金属知识梳理） / 铜及其化合物的性质与转化
CHEMISTRY,0030,28,微专题 1 化工流程题解题策略,,必修第二册,第八章 化学与可持续发展（资源综合利用与化工生产）,微专题 1 化工流程题解题策略
CHEMISTRY,0031,29,微专题 1 化工流程题解题策略（承上页）,,必修第二册,第八章 化学与可持续发展（资源综合利用与化工生产）,微专题 1 化工流程题解题策略（承上页）
CHEMISTRY,0032,30,微专题 1 化工流程题解题策略（承上页）,,必修第二册,第八章 化学与可持续发展（资源综合利用与化工生产）,微专题 1 化工流程题解题策略（承上页）
CHEMISTRY,0033,31,微专题 1 化工流程题解题策略（例题与变式续页）,,必修第二册,第八章 化学与可持续发展,微专题 1 化工流程题解题策略（例题与变式续页）
CHEMISTRY,0034,32,第四章 非金属及其化合物,第 1 节 硅及其化合物 无机非金属材料 / 硅及其化合物、无机非金属材料,必修第二册,第五章 化工生产中的重要非金属元素（第三节 无机非金属材料）,第四章 非金属及其化合物 / 第 1 节 硅及其化合物 无机非金属材料 / 硅及其化合物、无机非金属材料
CHEMISTRY,0035,33,第四章 非金属及其化合物,第 2 节 卤族元素 海水资源的开发利用 / 氯气及其化合物,必修第一册 第二章 海水中的重要元素——钠和氯（第二节 氯及其化合物）；必修第二册,第八章 化学与可持续发展（海水资源的开发利用）,第四章 非金属及其化合物 / 第 2 节 卤族元素 海水资源的开发利用 / 氯气及其化合物
CHEMISTRY,0036,34,第四章 非金属及其化合物,第 2 节 卤族元素 海水资源的开发利用 / 氯及其化合物间的转化、卤素单质的性质、卤素离子的检验,必修第一册 第二章 海水中的重要元素——钠和氯（第二节 氯及其化合物）；必修第一册,第四章 物质结构 元素周期律（卤族元素性质的递变）,第四章 非金属及其化合物 / 第 2 节 卤族元素 海水资源的开发利用 / 氯及其化合物间的转化、卤素单质的性质、卤素离子的检验
CHEMISTRY,0037,35,第四章 非金属及其化合物,第 2 节 卤族元素 海水资源的开发利用 / 海水资源的开发利用,必修第二册,第八章 化学与可持续发展（第一节 自然资源的开发利用）,第四章 非金属及其化合物 / 第 2 节 卤族元素 海水资源的开发利用 / 海水资源的开发利用
CHEMISTRY,0038,36,第四章 非金属及其化合物,第 3 节 硫及其化合物 / 硫单质、二氧化硫、三氧化硫、硫化氢、硫酸,必修第二册,第五章 化工生产中的重要非金属元素（第一节 硫及其化合物）,第四章 非金属及其化合物 / 第 3 节 硫及其化合物 / 硫单质、二氧化硫、三氧化硫、硫化氢、硫酸
